,response,numConf,qualConf,socialAnswer,socialNumConf,socialQualConf,answer,states,id,gender,politics,education,age,socialSize,socialInfo,correct_start,difficulty,pol_recode,gender_recode,edu_recode,age_recode,id_recode,state_recode
10,False,92.0,It is probably correct,False,91.0,I am unsure if it is correct,False,KS,4df00491-a05a-7894-a48e-32db44e6d047,Female,Moderate,Graduate Degree or Higher,18-24,9.0,35.0,True,0.44155844155844154,3,2,1,1,117,15
12,True,100.0,It is certainly correct,True,99.0,I am unsure if it is correct,False,CA,4df00491-a05a-7894-a48e-32db44e6d047,Female,Moderate,Graduate Degree or Higher,18-24,12.0,58.0,False,0.6436781609195402,3,2,1,1,117,4
15,False,86.0,I am unsure if it is correct,False,70.0,It is probably correct,False,AK,4df00491-a05a-7894-a48e-32db44e6d047,Female,Moderate,Graduate Degree or Higher,18-24,5.0,7.0,True,0.4533333333333333,3,2,1,1,117,0
16,False,68.0,I am unsure if it is correct,False,57.0,It is probably correct,False,SD,4df00491-a05a-7894-a48e-32db44e6d047,Female,Moderate,Graduate Degree or Higher,18-24,5.0,43.0,True,0.45454545454545453,3,2,1,1,117,40
18,False,77.0,It is probably correct,False,60.0,I am unsure if it is correct,False,TX,4df00491-a05a-7894-a48e-32db44e6d047,Female,Moderate,Graduate Degree or Higher,18-24,8.0,54.0,True,0.6865671641791045,3,2,1,1,117,42
0,False,95.0,It is probably correct,True,100.0,It is certainly correct,False,CT,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,13.0,77.0,True,0.7093023255813954,1,1,1,5,347,6
1,False,100.0,It is certainly correct,True,100.0,It is certainly correct,False,AR,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,3.0,5.0,True,0.8333333333333334,1,1,1,5,347,2
2,False,100.0,It is certainly correct,True,100.0,It is certainly correct,False,CO,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,1.0,91.0,True,0.6984126984126984,1,1,1,5,347,5
3,False,100.0,It is certainly correct,True,100.0,It is certainly correct,False,OK,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,14.0,82.0,True,0.4117647058823529,1,1,1,5,347,35
5,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,MS,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,4.0,97.0,True,0.8103448275862069,1,1,1,5,347,24
6,True,100.0,It is certainly correct,True,100.0,It is certainly correct,False,MO,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,4.0,43.0,False,0.5526315789473685,1,1,1,5,347,23
7,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,ID,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,1.0,38.0,True,0.863013698630137,1,1,1,5,347,12
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,False,NE,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,4.0,72.0,False,0.4430379746835443,1,1,1,5,347,28
12,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,IN,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,5.0,54.0,True,0.6666666666666666,1,1,1,5,347,13
15,True,100.0,It is certainly correct,True,100.0,It is certainly correct,False,OR,d52119c7-36dd-5497-75d8-2f0a05944310,Male,Very Conservative,Graduate Degree or Higher,55-64,15.0,75.0,False,0.28378378378378377,1,1,1,5,347,36
2,False,50.0,I am unsure if it is correct,True,86.0,It is probably correct,False,ND,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,4.0,2.0,True,0.4782608695652174,3,1,3,5,104,27
4,True,65.0,It is probably correct,True,90.0,It is probably correct,False,MT,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,1.0,6.0,False,0.4788732394366197,3,1,3,5,104,25
5,False,76.0,It is probably correct,False,76.0,It is probably correct,False,MI,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,2.0,62.0,True,0.5,3,1,3,5,104,21
6,True,55.0,It is probably correct,True,60.0,It is probably correct,False,IN,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,8.0,31.0,False,0.6666666666666666,3,1,3,5,104,13
8,True,54.0,I am unsure if it is correct,True,76.0,It is probably correct,False,CT,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,14.0,86.0,False,0.7093023255813954,3,1,3,5,104,6
9,False,76.0,It is probably correct,True,86.0,It is probably correct,False,ID,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,11.0,95.0,True,0.863013698630137,3,1,3,5,104,12
10,True,76.0,It is probably correct,True,84.0,It is probably correct,False,NE,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,7.0,83.0,False,0.4430379746835443,3,1,3,5,104,28
11,True,65.0,It is probably correct,False,50.0,It is probably correct,False,SD,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,14.0,50.0,False,0.45454545454545453,3,1,3,5,104,40
14,True,76.0,It is probably correct,False,70.0,It is probably correct,False,WA,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,4.0,18.0,False,0.5238095238095238,3,1,3,5,104,46
19,True,76.0,It is probably correct,True,83.0,It is probably correct,False,NC,4624a7c4-a282-e06f-70db-910fa142d611,Male,Moderate,Some College,55-64,2.0,71.0,False,0.41025641025641024,3,1,3,5,104,26
0,True,76.0,It is probably correct,True,78.0,It is probably correct,False,NM,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,11.0,96.0,False,0.4358974358974359,2,1,2,4,22,31
1,False,69.0,I am unsure if it is correct,True,80.0,It is probably correct,False,MS,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,3.0,84.0,True,0.8103448275862069,2,1,2,4,22,24
2,True,84.0,It is probably correct,False,82.0,It is probably correct,False,AL,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,1.0,0.0,False,0.4307692307692308,2,1,2,4,22,1
6,True,69.0,It is probably correct,False,100.0,It is certainly correct,False,CO,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,5.0,25.0,False,0.6984126984126984,2,1,2,4,22,5
10,False,66.0,I am unsure if it is correct,False,80.0,It is probably correct,False,IN,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,12.0,25.0,True,0.6666666666666666,2,1,2,4,22,13
11,False,68.0,I am unsure if it is correct,False,84.0,I am unsure if it is correct,False,IA,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,12.0,15.0,True,0.7,2,1,2,4,22,11
12,False,89.0,It is certainly correct,False,100.0,It is certainly correct,False,AZ,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,14.0,99.0,True,0.6049382716049383,2,1,2,4,22,3
13,False,66.0,I am unsure if it is correct,False,80.0,It is probably correct,False,NH,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,4.0,40.0,True,0.6338028169014085,2,1,2,4,22,29
14,False,87.0,It is probably correct,False,83.0,It is probably correct,False,RI,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,11.0,24.0,True,0.7,2,1,2,4,22,38
18,True,72.0,It is probably correct,False,85.0,It is probably correct,False,SD,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,4.0,5.0,False,0.45454545454545453,2,1,2,4,22,40
19,True,76.0,It is probably correct,True,88.0,It is probably correct,False,MN,0cf060cb-ba71-2737-a4d4-56db82c9ce1d,Male,Conservative,College,45-54,2.0,98.0,False,0.47058823529411764,2,1,2,4,22,22
0,True,100.0,It is certainly correct,True,50.0,It is certainly correct,False,NJ,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,15.0,16.0,False,0.47692307692307695,4,1,4,1,59,30
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,False,Hi,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,13.0,64.0,False,0.7525773195876289,4,1,4,1,59,10
2,True,100.0,It is certainly correct,True,100.0,It is certainly correct,False,SC,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,1.0,27.0,False,0.4444444444444444,4,1,4,1,59,39
5,True,100.0,It is certainly correct,False,100.0,It is certainly correct,False,MN,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,2.0,14.0,False,0.47058823529411764,4,1,4,1,59,22
7,True,100.0,It is certainly correct,False,100.0,It is certainly correct,False,TX,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,5.0,27.0,False,0.6865671641791045,4,1,4,1,59,42
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,False,AK,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,12.0,68.0,False,0.4533333333333333,4,1,4,1,59,0
10,True,100.0,It is certainly correct,True,100.0,It is certainly correct,False,AZ,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,3.0,90.0,False,0.6049382716049383,4,1,4,1,59,3
11,False,50.0,It is certainly correct,True,100.0,It is certainly correct,False,AL,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,3.0,91.0,True,0.4307692307692308,4,1,4,1,59,1
16,False,50.0,It is certainly correct,True,100.0,It is certainly correct,False,RI,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,1.0,64.0,True,0.7,4,1,4,1,59,38
18,False,50.0,It is certainly correct,True,100.0,It is certainly correct,False,VT,27ae44ed-13ac-0733-faf2-72858dd05a38,Male,Liberal,High School,18-24,7.0,54.0,True,0.5882352941176471,4,1,4,1,59,45
0,True,99.0,It is certainly correct,True,98.0,It is probably correct,False,NM,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,15.0,54.0,False,0.4358974358974359,5,2,4,4,135,31
3,False,76.0,It is probably correct,False,100.0,It is certainly correct,False,MS,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,9.0,11.0,True,0.8103448275862069,5,2,4,4,135,24
4,True,100.0,It is certainly correct,True,93.0,It is probably correct,False,OH,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,4.0,4.0,False,0.547945205479452,5,2,4,4,135,34
5,True,99.0,It is certainly correct,True,100.0,It is certainly correct,False,WY,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,7.0,77.0,False,0.6290322580645161,5,2,4,4,135,49
6,False,95.0,It is probably correct,False,91.0,It is probably correct,False,AZ,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,4.0,85.0,True,0.6049382716049383,5,2,4,4,135,3
10,False,85.0,It is probably correct,False,89.0,It is probably correct,False,MN,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,4.0,76.0,True,0.47058823529411764,5,2,4,4,135,22
11,False,100.0,It is probably correct,False,100.0,It is certainly correct,False,FL,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,8.0,27.0,True,0.5428571428571428,5,2,4,4,135,8
12,False,100.0,It is certainly correct,False,97.0,It is certainly correct,False,CO,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,7.0,87.0,True,0.6984126984126984,5,2,4,4,135,5
13,False,100.0,It is certainly correct,False,100.0,It is probably correct,False,Hi,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,1.0,93.0,True,0.7525773195876289,5,2,4,4,135,10
14,True,100.0,It is certainly correct,True,94.0,It is probably correct,False,OK,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,10.0,10.0,False,0.4117647058823529,5,2,4,4,135,35
17,True,100.0,It is certainly correct,True,98.0,It is probably correct,False,OR,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,3.0,29.0,False,0.28378378378378377,5,2,4,4,135,36
18,True,100.0,It is probably correct,True,100.0,It is certainly correct,False,LA,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,11.0,60.0,False,0.6021505376344086,5,2,4,4,135,17
19,True,100.0,It is certainly correct,True,100.0,It is certainly correct,False,NC,56ddb4e2-792e-e728-89fd-82f610810137,Female,Very Liberal,High School,45-54,8.0,71.0,False,0.41025641025641024,5,2,4,4,135,26
1,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,MN,ee8e6551-4bb3-2843-da4e-53a5761e338c,Male,Moderate,College,55-64,7.0,55.0,True,0.47058823529411764,3,1,2,5,383,22
3,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,CO,ee8e6551-4bb3-2843-da4e-53a5761e338c,Male,Moderate,College,55-64,6.0,96.0,True,0.6984126984126984,3,1,2,5,383,5
6,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,NM,ee8e6551-4bb3-2843-da4e-53a5761e338c,Male,Moderate,College,55-64,10.0,60.0,True,0.4358974358974359,3,1,2,5,383,31
8,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,UT,ee8e6551-4bb3-2843-da4e-53a5761e338c,Male,Moderate,College,55-64,5.0,33.0,True,0.9090909090909091,3,1,2,5,383,43
9,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,ME,ee8e6551-4bb3-2843-da4e-53a5761e338c,Male,Moderate,College,55-64,5.0,84.0,True,0.5,3,1,2,5,383,20
12,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,WV,ee8e6551-4bb3-2843-da4e-53a5761e338c,Male,Moderate,College,55-64,5.0,30.0,True,0.6984126984126984,3,1,2,5,383,48
16,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,NY,ee8e6551-4bb3-2843-da4e-53a5761e338c,Male,Moderate,College,55-64,7.0,5.0,True,0.6515151515151515,3,1,2,5,383,33
18,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,AZ,ee8e6551-4bb3-2843-da4e-53a5761e338c,Male,Moderate,College,55-64,12.0,0.0,True,0.6049382716049383,3,1,2,5,383,3
19,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,VA,ee8e6551-4bb3-2843-da4e-53a5761e338c,Male,Moderate,College,55-64,7.0,31.0,True,0.7857142857142857,3,1,2,5,383,44
1,True,85.0,It is probably correct,True,100.0,It is certainly correct,False,Il,396a68f9-94bb-1f8f-3ee6-5e412b0ee021,Male,Moderate,College,35-44,13.0,77.0,False,0.5783132530120482,3,1,2,3,87,14
2,False,91.0,It is certainly correct,False,100.0,It is certainly correct,False,CA,396a68f9-94bb-1f8f-3ee6-5e412b0ee021,Male,Moderate,College,35-44,6.0,58.0,True,0.6436781609195402,3,1,2,3,87,4
3,False,100.0,It is certainly correct,False,80.0,It is probably correct,False,WI,396a68f9-94bb-1f8f-3ee6-5e412b0ee021,Male,Moderate,College,35-44,1.0,83.0,True,0.6212121212121212,3,1,2,3,87,47
7,False,70.0,I am unsure if it is correct,False,81.0,It is probably correct,False,AR,396a68f9-94bb-1f8f-3ee6-5e412b0ee021,Male,Moderate,College,35-44,10.0,69.0,True,0.8333333333333334,3,1,2,3,87,2
10,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,LA,396a68f9-94bb-1f8f-3ee6-5e412b0ee021,Male,Moderate,College,35-44,7.0,20.0,True,0.6021505376344086,3,1,2,3,87,17
16,False,100.0,It is certainly correct,False,95.0,It is certainly correct,False,OK,396a68f9-94bb-1f8f-3ee6-5e412b0ee021,Male,Moderate,College,35-44,5.0,24.0,True,0.4117647058823529,3,1,2,3,87,35
0,True,50.0,I am unsure if it is correct,False,50.0,It is probably correct,False,ND,af9971fc-4207-3de7-cde3-47b2b86a3629,Female,Moderate,High School,18-24,5.0,24.0,False,0.4782608695652174,3,2,4,1,279,27
5,True,82.0,It is probably correct,True,100.0,It is certainly correct,False,IN,af9971fc-4207-3de7-cde3-47b2b86a3629,Female,Moderate,High School,18-24,4.0,20.0,False,0.6666666666666666,3,2,4,1,279,13
6,True,50.0,I am unsure if it is correct,True,52.0,I am unsure if it is correct,False,NH,af9971fc-4207-3de7-cde3-47b2b86a3629,Female,Moderate,High School,18-24,9.0,71.0,False,0.6338028169014085,3,2,4,1,279,29
9,True,52.0,I am unsure if it is correct,True,51.0,I am unsure if it is correct,False,MO,af9971fc-4207-3de7-cde3-47b2b86a3629,Female,Moderate,High School,18-24,4.0,25.0,False,0.5526315789473685,3,2,4,1,279,23
12,False,50.0,I am unsure if it is correct,False,50.0,I am unsure if it is correct,False,MA,af9971fc-4207-3de7-cde3-47b2b86a3629,Female,Moderate,High School,18-24,3.0,2.0,True,0.8823529411764706,3,2,4,1,279,18
13,True,50.0,I am unsure if it is correct,True,51.0,I am unsure if it is correct,False,NM,af9971fc-4207-3de7-cde3-47b2b86a3629,Female,Moderate,High School,18-24,12.0,28.0,False,0.4358974358974359,3,2,4,1,279,31
14,False,50.0,It is probably correct,True,53.0,I am unsure if it is correct,False,NY,af9971fc-4207-3de7-cde3-47b2b86a3629,Female,Moderate,High School,18-24,12.0,8.0,True,0.6515151515151515,3,2,4,1,279,33
0,False,100.0,It is certainly correct,False,97.0,It is certainly correct,False,NY,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,13.0,69.0,True,0.6515151515151515,4,1,2,5,175,33
1,True,70.0,It is probably correct,True,96.0,It is certainly correct,False,VT,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,8.0,64.0,False,0.5882352941176471,4,1,2,5,175,45
4,True,87.0,It is probably correct,True,92.0,It is probably correct,False,WI,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,13.0,84.0,False,0.6212121212121212,4,1,2,5,175,47
5,False,97.0,It is probably correct,False,91.0,It is probably correct,False,MS,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,4.0,57.0,True,0.8103448275862069,4,1,2,5,175,24
7,True,90.0,It is probably correct,True,95.0,It is probably correct,False,NC,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,7.0,20.0,False,0.41025641025641024,4,1,2,5,175,26
9,False,91.0,It is probably correct,False,72.0,It is probably correct,False,UT,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,7.0,75.0,True,0.9090909090909091,4,1,2,5,175,43
10,True,92.0,It is probably correct,True,97.0,It is probably correct,False,OK,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,5.0,22.0,False,0.4117647058823529,4,1,2,5,175,35
11,False,70.0,It is probably correct,True,96.0,It is probably correct,False,RI,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,7.0,44.0,True,0.7,4,1,2,5,175,38
12,False,91.0,It is probably correct,True,96.0,It is probably correct,False,NV,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,7.0,74.0,True,0.654320987654321,4,1,2,5,175,32
16,False,88.0,It is probably correct,True,96.0,It is probably correct,False,WY,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,13.0,52.0,True,0.6290322580645161,4,1,2,5,175,49
17,True,99.0,It is certainly correct,True,94.0,It is probably correct,False,GA,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,3.0,44.0,False,0.5,4,1,2,5,175,9
19,False,99.0,It is probably correct,False,99.0,It is certainly correct,False,Hi,7293978b-d37f-d3c2-c794-a1b8a707a456,Male,Liberal,College,55-64,1.0,69.0,True,0.7525773195876289,4,1,2,5,175,10
2,True,96.0,It is certainly correct,False,83.0,It is probably correct,False,OK,c0ff0274-26d1-5235-ab6b-34d40d7956a3,Male,Very Conservative,Graduate Degree or Higher,45-54,13.0,52.0,False,0.4117647058823529,1,1,1,4,308,35
3,True,64.0,I am unsure if it is correct,False,100.0,It is certainly correct,False,WY,c0ff0274-26d1-5235-ab6b-34d40d7956a3,Male,Very Conservative,Graduate Degree or Higher,45-54,3.0,0.0,False,0.6290322580645161,1,1,1,4,308,49
4,False,94.0,It is certainly correct,True,76.0,It is probably correct,False,TX,c0ff0274-26d1-5235-ab6b-34d40d7956a3,Male,Very Conservative,Graduate Degree or Higher,45-54,10.0,73.0,True,0.6865671641791045,1,1,1,4,308,42
8,False,64.0,I am unsure if it is correct,True,84.0,It is probably correct,False,MT,c0ff0274-26d1-5235-ab6b-34d40d7956a3,Male,Very Conservative,Graduate Degree or Higher,45-54,13.0,70.0,True,0.4788732394366197,1,1,1,4,308,25
10,False,84.0,It is probably correct,False,85.0,It is probably correct,False,MA,c0ff0274-26d1-5235-ab6b-34d40d7956a3,Male,Very Conservative,Graduate Degree or Higher,45-54,10.0,45.0,True,0.8823529411764706,1,1,1,4,308,18
14,False,93.0,It is certainly correct,False,90.0,It is probably correct,False,Hi,c0ff0274-26d1-5235-ab6b-34d40d7956a3,Male,Very Conservative,Graduate Degree or Higher,45-54,5.0,34.0,True,0.7525773195876289,1,1,1,4,308,10
17,True,90.0,It is probably correct,True,84.0,It is probably correct,False,AK,c0ff0274-26d1-5235-ab6b-34d40d7956a3,Male,Very Conservative,Graduate Degree or Higher,45-54,6.0,28.0,False,0.4533333333333333,1,1,1,4,308,0
18,False,86.0,It is probably correct,False,86.0,It is probably correct,False,AZ,c0ff0274-26d1-5235-ab6b-34d40d7956a3,Male,Very Conservative,Graduate Degree or Higher,45-54,14.0,46.0,True,0.6049382716049383,1,1,1,4,308,3
0,True,100.0,It is certainly correct,False,100.0,It is certainly correct,False,KS,1412adc9-fb12-fd1d-46d6-9b39b2f18b12,Male,Liberal,High School,65+,7.0,9.0,False,0.44155844155844154,4,1,4,6,30,15
3,True,100.0,It is certainly correct,True,100.0,It is certainly correct,False,DE,1412adc9-fb12-fd1d-46d6-9b39b2f18b12,Male,Liberal,High School,65+,1.0,13.0,False,0.3888888888888889,4,1,4,6,30,7
4,True,80.0,It is probably correct,False,100.0,It is certainly correct,False,CO,1412adc9-fb12-fd1d-46d6-9b39b2f18b12,Male,Liberal,High School,65+,1.0,66.0,False,0.6984126984126984,4,1,4,6,30,5
11,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,ME,1412adc9-fb12-fd1d-46d6-9b39b2f18b12,Male,Liberal,High School,65+,1.0,56.0,True,0.5,4,1,4,6,30,20
12,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,AK,1412adc9-fb12-fd1d-46d6-9b39b2f18b12,Male,Liberal,High School,65+,7.0,98.0,True,0.4533333333333333,4,1,4,6,30,0
13,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,MS,1412adc9-fb12-fd1d-46d6-9b39b2f18b12,Male,Liberal,High School,65+,12.0,50.0,True,0.8103448275862069,4,1,4,6,30,24
15,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,Il,1412adc9-fb12-fd1d-46d6-9b39b2f18b12,Male,Liberal,High School,65+,2.0,76.0,True,0.5783132530120482,4,1,4,6,30,14
16,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,NM,1412adc9-fb12-fd1d-46d6-9b39b2f18b12,Male,Liberal,High School,65+,10.0,1.0,True,0.4358974358974359,4,1,4,6,30,31
18,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,WA,1412adc9-fb12-fd1d-46d6-9b39b2f18b12,Male,Liberal,High School,65+,7.0,41.0,True,0.5238095238095238,4,1,4,6,30,46
3,True,100.0,It is certainly correct,False,100.0,It is certainly correct,False,OR,ff6d16bf-2e08-5a24-39a0-204608a55a69,Female,Very Conservative,College,45-54,3.0,96.0,False,0.28378378378378377,1,2,2,4,405,36
6,True,100.0,It is certainly correct,False,100.0,It is certainly correct,False,AK,ff6d16bf-2e08-5a24-39a0-204608a55a69,Female,Very Conservative,College,45-54,2.0,81.0,False,0.4533333333333333,1,2,2,4,405,0
9,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,MA,ff6d16bf-2e08-5a24-39a0-204608a55a69,Female,Very Conservative,College,45-54,14.0,77.0,True,0.8823529411764706,1,2,2,4,405,18
14,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,MT,ff6d16bf-2e08-5a24-39a0-204608a55a69,Female,Very Conservative,College,45-54,10.0,59.0,True,0.4788732394366197,1,2,2,4,405,25
15,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,NC,ff6d16bf-2e08-5a24-39a0-204608a55a69,Female,Very Conservative,College,45-54,14.0,19.0,True,0.41025641025641024,1,2,2,4,405,26
1,True,87.0,It is probably correct,False,100.0,I am unsure if it is correct,False,LA,221e9d0b-f865-c9d0-4a14-ab35450c8fde,Male,Conservative,Graduate Degree or Higher,25-34,11.0,19.0,False,0.6021505376344086,2,1,1,2,45,17
4,False,100.0,I am unsure if it is correct,False,100.0,I am unsure if it is correct,False,PA,221e9d0b-f865-c9d0-4a14-ab35450c8fde,Male,Conservative,Graduate Degree or Higher,25-34,14.0,46.0,True,0.4246575342465753,2,1,1,2,45,37
5,False,100.0,I am unsure if it is correct,False,100.0,I am unsure if it is correct,False,MS,221e9d0b-f865-c9d0-4a14-ab35450c8fde,Male,Conservative,Graduate Degree or Higher,25-34,3.0,22.0,True,0.8103448275862069,2,1,1,2,45,24
6,False,100.0,I am unsure if it is correct,False,100.0,I am unsure if it is correct,False,ID,221e9d0b-f865-c9d0-4a14-ab35450c8fde,Male,Conservative,Graduate Degree or Higher,25-34,14.0,17.0,True,0.863013698630137,2,1,1,2,45,12
9,False,100.0,I am unsure if it is correct,False,100.0,I am unsure if it is correct,False,IN,221e9d0b-f865-c9d0-4a14-ab35450c8fde,Male,Conservative,Graduate Degree or Higher,25-34,1.0,3.0,True,0.6666666666666666,2,1,1,2,45,13
11,False,100.0,I am unsure if it is correct,False,100.0,I am unsure if it is correct,False,AZ,221e9d0b-f865-c9d0-4a14-ab35450c8fde,Male,Conservative,Graduate Degree or Higher,25-34,15.0,0.0,True,0.6049382716049383,2,1,1,2,45,3
15,False,100.0,I am unsure if it is correct,False,100.0,I am unsure if it is correct,False,CT,221e9d0b-f865-c9d0-4a14-ab35450c8fde,Male,Conservative,Graduate Degree or Higher,25-34,15.0,56.0,True,0.7093023255813954,2,1,1,2,45,6
1,False,50.0,It is certainly correct,False,100.0,It is certainly correct,False,UT,c5e14b74-7de1-1b51-b56b-7dca642975a1,Male,Conservative,College,55-64,13.0,73.0,True,0.9090909090909091,2,1,2,5,318,43
4,True,100.0,It is probably correct,False,99.0,It is probably correct,False,MN,c5e14b74-7de1-1b51-b56b-7dca642975a1,Male,Conservative,College,55-64,2.0,27.0,False,0.47058823529411764,2,1,2,5,318,22
12,True,98.0,It is probably correct,False,100.0,It is probably correct,False,OK,c5e14b74-7de1-1b51-b56b-7dca642975a1,Male,Conservative,College,55-64,1.0,58.0,False,0.4117647058823529,2,1,2,5,318,35
13,False,100.0,It is certainly correct,False,100.0,It is certainly correct,False,KY,c5e14b74-7de1-1b51-b56b-7dca642975a1,Male,Conservative,College,55-64,12.0,68.0,True,0.46153846153846156,2,1,2,5,318,16
